,tconst,primaryTitle,startYear,genres,averageRating,budget,ww_gross,budget1mil,ww_gross1mil,ROI,genre_list,Mystery,Comedy,Thriller,Sci-Fi,Adventure,Animation,genre_count,top_genre_list
222,tt1121096,Seventh Son,2014,"Action,Adventure,Fantasy",5.5,95000000.0,114178613.0,95.0,114.18,20.188013684210524,"['Action', 'Adventure', 'Fantasy']",False,False,False,False,True,False,3,Adventure
223,tt1123373,Detective Dee: The Mystery of the Phantom Flame,2010,"Action,Adventure,Drama",6.6,13000000.0,51899269.0,13.0,51.9,299.22514615384614,"['Action', 'Adventure', 'Drama']",False,False,False,False,True,False,3,Adventure
224,tt1124035,The Ides of March,2011,"Drama,Thriller",7.1,12500000.0,76338111.0,12.5,76.34,510.704888,"['Drama', 'Thriller']",False,False,True,False,False,False,2,Thriller
228,tt1126618,Morning Glory,2010,"Comedy,Drama,Romance",6.5,40000000.0,60040976.0,40.0,60.04,50.10244,"['Comedy', 'Drama', 'Romance']",False,True,False,False,False,False,3,Comedy
229,tt1127702,Mission London,2010,Comedy,7.2,1652000.0,1891264.0,1.65,1.89,14.483292978208231,['Comedy'],False,True,False,False,False,False,1,Comedy
230,tt11285908,Ashfall,2019,"Action,Drama,Thriller",6.3,17700000.0,61255955.0,17.7,61.26,246.0788418079096,"['Action', 'Drama', 'Thriller']",False,False,True,False,False,False,3,Thriller
231,tt1130884,Shutter Island,2010,"Mystery,Thriller",8.2,80000000.0,294804195.0,80.0,294.8,268.50524375,"['Mystery', 'Thriller']",True,False,True,False,False,False,2,Mystery
231,tt1130884,Shutter Island,2010,"Mystery,Thriller",8.2,80000000.0,294804195.0,80.0,294.8,268.50524375,"['Mystery', 'Thriller']",True,False,True,False,False,False,2,Thriller
232,tt1133985,Green Lantern,2011,"Action,Adventure,Sci-Fi",5.5,200000000.0,219851172.0,200.0,219.85,9.925586000000001,"['Action', 'Adventure', 'Sci-Fi']",False,False,False,True,True,False,3,Adventure
232,tt1133985,Green Lantern,2011,"Action,Adventure,Sci-Fi",5.5,200000000.0,219851172.0,200.0,219.85,9.925586000000001,"['Action', 'Adventure', 'Sci-Fi']",False,False,False,True,True,False,3,Sci-Fi
233,tt1135084,Takers,2010,"Action,Crime,Thriller",6.2,32000000.0,80205382.0,32.0,80.21,150.64181875,"['Action', 'Crime', 'Thriller']",False,False,True,False,False,False,3,Thriller
236,tt1139328,The Ghost Writer,2010,"Drama,Mystery,Thriller",7.2,45000000.0,60331447.0,45.0,60.33,34.06988222222222,"['Drama', 'Mystery', 'Thriller']",True,False,True,False,False,False,3,Mystery
236,tt1139328,The Ghost Writer,2010,"Drama,Mystery,Thriller",7.2,45000000.0,60331447.0,45.0,60.33,34.06988222222222,"['Drama', 'Mystery', 'Thriller']",True,False,True,False,False,False,3,Thriller
237,tt1142977,Frankenweenie,2012,"Animation,Comedy,Family",6.9,39000000.0,81491068.0,39.0,81.49,108.95145641025641,"['Animation', 'Comedy', 'Family']",False,True,False,False,False,True,3,Animation
237,tt1142977,Frankenweenie,2012,"Animation,Comedy,Family",6.9,39000000.0,81491068.0,39.0,81.49,108.95145641025641,"['Animation', 'Comedy', 'Family']",False,True,False,False,False,True,3,Comedy
240,tt1161864,The Rite,2011,"Drama,Horror,Mystery",6.0,37000000.0,96560591.0,37.0,96.56,160.97457027027028,"['Drama', 'Horror', 'Mystery']",True,False,False,False,False,False,3,Horror
240,tt1161864,The Rite,2011,"Drama,Horror,Mystery",6.0,37000000.0,96560591.0,37.0,96.56,160.97457027027028,"['Drama', 'Horror', 'Mystery']",True,False,False,False,False,False,3,Mystery
242,tt1170358,The Hobbit: The Desolation of Smaug,2013,"Adventure,Fantasy",7.8,225000000.0,958366855.0,225.0,958.37,325.94082444444444,"['Adventure', 'Fantasy']",False,False,False,False,True,False,2,Adventure
243,tt1171222,Baggage Claim,2013,"Comedy,Romance",5.1,8500000.0,22871096.0,8.5,22.87,169.07171764705882,"['Comedy', 'Romance']",False,True,False,False,False,False,2,Comedy
244,tt1172049,Demolition,2015,"Action,Comedy,Drama",7.0,10000000.0,4366460.0,10.0,4.37,-56.3354,"['Action', 'Comedy', 'Drama']",False,True,False,False,False,False,3,Comedy
245,tt1172587,Delhi Safari,2012,"Adventure,Animation,Comedy",5.7,15000000.0,3096376.0,15.0,3.1,-79.35749333333332,"['Adventure', 'Animation', 'Comedy']",False,True,False,False,True,True,3,Adventure
245,tt1172587,Delhi Safari,2012,"Adventure,Animation,Comedy",5.7,15000000.0,3096376.0,15.0,3.1,-79.35749333333332,"['Adventure', 'Animation', 'Comedy']",False,True,False,False,True,True,3,Animation
245,tt1172587,Delhi Safari,2012,"Adventure,Animation,Comedy",5.7,15000000.0,3096376.0,15.0,3.1,-79.35749333333332,"['Adventure', 'Animation', 'Comedy']",False,True,False,False,True,True,3,Comedy
247,tt1178665,A Walk in the Woods,2015,"Adventure,Biography,Comedy",6.3,8000000.0,37461274.0,8.0,37.46,368.265925,"['Adventure', 'Biography', 'Comedy']",False,True,False,False,True,False,3,Adventure
247,tt1178665,A Walk in the Woods,2015,"Adventure,Biography,Comedy",6.3,8000000.0,37461274.0,8.0,37.46,368.265925,"['Adventure', 'Biography', 'Comedy']",False,True,False,False,True,False,3,Comedy
248,tt1179025,The Extraordinary Adventures of Ad̬le Blanc-Sec,2010,"Action,Adventure,Family",6.3,36981200.0,34604339.0,36.98,34.6,-6.427214368381772,"['Action', 'Adventure', 'Family']",False,False,False,False,True,False,3,Adventure
249,tt1179034,From Paris with Love,2010,"Action,Crime,Thriller",6.5,52000000.0,52844496.0,52.0,52.84,1.6240307692307692,"['Action', 'Crime', 'Thriller']",False,False,True,False,False,False,3,Thriller
250,tt1179056,A Nightmare on Elm Street,2010,"Crime,Drama,Horror",5.2,35000000.0,115694863.0,35.0,115.69,230.55675142857143,"['Crime', 'Drama', 'Horror']",False,False,False,False,False,False,3,Horror
251,tt1179069,6 Souls,2010,"Horror,Mystery,Thriller",6.1,22000000.0,3205167.0,22.0,3.21,-85.43105909090909,"['Horror', 'Mystery', 'Thriller']",True,False,True,False,False,False,3,Horror
251,tt1179069,6 Souls,2010,"Horror,Mystery,Thriller",6.1,22000000.0,3205167.0,22.0,3.21,-85.43105909090909,"['Horror', 'Mystery', 'Thriller']",True,False,True,False,False,False,3,Mystery
251,tt1179069,6 Souls,2010,"Horror,Mystery,Thriller",6.1,22000000.0,3205167.0,22.0,3.21,-85.43105909090909,"['Horror', 'Mystery', 'Thriller']",True,False,True,False,False,False,3,Thriller
252,tt1179933,10 Cloverfield Lane,2016,"Action,Drama,Horror",7.2,15000000.0,110216998.0,15.0,110.22,634.7799866666667,"['Action', 'Drama', 'Horror']",False,False,False,False,False,False,3,Horror
254,tt1181840,Jack and the Cuckoo-Clock Heart,2013,"Adventure,Animation,Drama",7.0,33746302.0,3484370.0,33.75,3.48,-89.67480940578318,"['Adventure', 'Animation', 'Drama']",False,False,False,False,True,True,3,Adventure
254,tt1181840,Jack and the Cuckoo-Clock Heart,2013,"Adventure,Animation,Drama",7.0,33746302.0,3484370.0,33.75,3.48,-89.67480940578318,"['Adventure', 'Animation', 'Drama']",False,False,False,False,True,True,3,Animation
255,tt1182350,You Will Meet a Tall Dark Stranger,2010,"Comedy,Drama,Romance",6.3,22000000.0,36015260.0,22.0,36.02,63.70572727272727,"['Comedy', 'Drama', 'Romance']",False,True,False,False,False,False,3,Comedy
256,tt1185416,When in Rome,2010,"Comedy,Romance",5.6,55000000.0,43053376.0,55.0,43.05,-21.721134545454547,"['Comedy', 'Romance']",False,True,False,False,False,False,2,Comedy
258,tt1189073,The Skin I Live In,2011,"Drama,Horror,Thriller",7.6,11800000.0,33678406.0,11.8,33.68,185.41022033898304,"['Drama', 'Horror', 'Thriller']",False,False,True,False,False,False,3,Horror
258,tt1189073,The Skin I Live In,2011,"Drama,Horror,Thriller",7.6,11800000.0,33678406.0,11.8,33.68,185.41022033898304,"['Drama', 'Horror', 'Thriller']",False,False,True,False,False,False,3,Thriller
259,tt1189340,The Lincoln Lawyer,2011,"Crime,Drama,Thriller",7.3,40000000.0,86752352.0,40.0,86.75,116.88088,"['Crime', 'Drama', 'Thriller']",False,False,True,False,False,False,3,Thriller
260,tt1192628,Rango,2011,"Adventure,Animation,Comedy",7.2,135000000.0,245724603.0,135.0,245.72,82.01822444444444,"['Adventure', 'Animation', 'Comedy']",False,True,False,False,True,True,3,Adventure
260,tt1192628,Rango,2011,"Adventure,Animation,Comedy",7.2,135000000.0,245724603.0,135.0,245.72,82.01822444444444,"['Adventure', 'Animation', 'Comedy']",False,True,False,False,True,True,3,Animation
260,tt1192628,Rango,2011,"Adventure,Animation,Comedy",7.2,135000000.0,245724603.0,135.0,245.72,82.01822444444444,"['Adventure', 'Animation', 'Comedy']",False,True,False,False,True,True,3,Comedy
262,tt1194173,The Bourne Legacy,2012,"Action,Adventure,Thriller",6.7,125000000.0,276144750.0,125.0,276.14,120.91579999999999,"['Action', 'Adventure', 'Thriller']",False,False,True,False,True,False,3,Adventure
262,tt1194173,The Bourne Legacy,2012,"Action,Adventure,Thriller",6.7,125000000.0,276144750.0,125.0,276.14,120.91579999999999,"['Action', 'Adventure', 'Thriller']",False,False,True,False,True,False,3,Thriller
263,tt1195478,The Five-Year Engagement,2012,"Comedy,Romance",6.2,30000000.0,54169363.0,30.0,54.17,80.56454333333333,"['Comedy', 'Romance']",False,True,False,False,False,False,2,Comedy
264,tt1196141,Diary of a Wimpy Kid,2010,"Comedy,Drama,Family",6.2,15000000.0,76196538.0,15.0,76.2,407.97692,"['Comedy', 'Drama', 'Family']",False,True,False,False,False,False,3,Comedy
265,tt1201607,Harry Potter and the Deathly Hallows: Part 2,2011,"Adventure,Drama,Fantasy",8.1,125000000.0,1361871305.0,125.0,1361.87,989.497044,"['Adventure', 'Drama', 'Fantasy']",False,False,False,False,True,False,3,Adventure
266,tt1204342,The Muppets,2011,"Adventure,Comedy,Family",7.1,45000000.0,165184237.0,45.0,165.18,267.0760822222222,"['Adventure', 'Comedy', 'Family']",False,True,False,False,True,False,3,Adventure
266,tt1204342,The Muppets,2011,"Adventure,Comedy,Family",7.1,45000000.0,165184237.0,45.0,165.18,267.0760822222222,"['Adventure', 'Comedy', 'Family']",False,True,False,False,True,False,3,Comedy
267,tt1204975,Last Vegas,2013,"Comedy,Drama",6.6,28000000.0,134409025.0,28.0,134.41,380.03223214285714,"['Comedy', 'Drama']",False,True,False,False,False,False,2,Comedy
268,tt1204977,Ouija,2014,"Horror,Mystery,Thriller",4.5,5000000.0,103687316.0,5.0,103.69,1973.74632,"['Horror', 'Mystery', 'Thriller']",True,False,True,False,False,False,3,Horror
268,tt1204977,Ouija,2014,"Horror,Mystery,Thriller",4.5,5000000.0,103687316.0,5.0,103.69,1973.74632,"['Horror', 'Mystery', 'Thriller']",True,False,True,False,False,False,3,Mystery
268,tt1204977,Ouija,2014,"Horror,Mystery,Thriller",4.5,5000000.0,103687316.0,5.0,103.69,1973.74632,"['Horror', 'Mystery', 'Thriller']",True,False,True,False,False,False,3,Thriller
269,tt1205537,Jack Ryan: Shadow Recruit,2014,"Action,Drama,Thriller",6.2,60000000.0,135503748.0,60.0,135.5,125.83958,"['Action', 'Drama', 'Thriller']",False,False,True,False,False,False,3,Thriller
270,tt1206483,Red Lips,2011,Comedy,5.2,2000000.0,1889869.0,2.0,1.89,-5.506550000000001,['Comedy'],False,True,False,False,False,False,1,Comedy
272,tt1206885,Rambo: Last Blood,2019,"Action,Thriller",6.2,50000000.0,91490353.0,50.0,91.49,82.980706,"['Action', 'Thriller']",False,False,True,False,False,False,2,Thriller
274,tt1210819,The Lone Ranger,2013,"Action,Adventure,Comedy",6.4,215000000.0,260502115.0,215.0,260.5,21.16377441860465,"['Action', 'Adventure', 'Comedy']",False,True,False,False,True,False,3,Adventure
274,tt1210819,The Lone Ranger,2013,"Action,Adventure,Comedy",6.4,215000000.0,260502115.0,215.0,260.5,21.16377441860465,"['Action', 'Adventure', 'Comedy']",False,True,False,False,True,False,3,Comedy
275,tt1211837,Doctor Strange,2016,"Action,Adventure,Fantasy",7.5,165000000.0,677718395.0,165.0,677.72,310.73842121212124,"['Action', 'Adventure', 'Fantasy']",False,False,False,False,True,False,3,Adventure
276,tt1211956,Escape Plan,2013,"Action,Thriller",6.7,50000000.0,137328301.0,50.0,137.33,174.656602,"['Action', 'Thriller']",False,False,True,False,False,False,2,Thriller
279,tt1212436,The Back-up Plan,2010,"Comedy,Romance",5.4,35000000.0,77477008.0,35.0,77.48,121.36287999999999,"['Comedy', 'Romance']",False,True,False,False,False,False,2,Comedy
281,tt1213012,Alpha and Omega,2010,"Adventure,Animation,Comedy",5.2,20000000.0,50507267.0,20.0,50.51,152.53633499999998,"['Adventure', 'Animation', 'Comedy']",False,True,False,False,True,True,3,Adventure
281,tt1213012,Alpha and Omega,2010,"Adventure,Animation,Comedy",5.2,20000000.0,50507267.0,20.0,50.51,152.53633499999998,"['Adventure', 'Animation', 'Comedy']",False,True,False,False,True,True,3,Animation
281,tt1213012,Alpha and Omega,2010,"Adventure,Animation,Comedy",5.2,20000000.0,50507267.0,20.0,50.51,152.53633499999998,"['Adventure', 'Animation', 'Comedy']",False,True,False,False,True,True,3,Comedy
284,tt1213663,The World's End,2013,"Action,Comedy,Sci-Fi",7.0,20000000.0,46089287.0,20.0,46.09,130.446435,"['Action', 'Comedy', 'Sci-Fi']",False,True,False,True,False,False,3,Comedy
284,tt1213663,The World's End,2013,"Action,Comedy,Sci-Fi",7.0,20000000.0,46089287.0,20.0,46.09,130.446435,"['Action', 'Comedy', 'Sci-Fi']",False,True,False,True,False,False,3,Sci-Fi
286,tt1216475,Cars 2,2011,"Adventure,Animation,Comedy",6.1,200000000.0,559852396.0,200.0,559.85,179.926198,"['Adventure', 'Animation', 'Comedy']",False,True,False,False,True,True,3,Adventure
286,tt1216475,Cars 2,2011,"Adventure,Animation,Comedy",6.1,200000000.0,559852396.0,200.0,559.85,179.926198,"['Adventure', 'Animation', 'Comedy']",False,True,False,False,True,True,3,Animation
286,tt1216475,Cars 2,2011,"Adventure,Animation,Comedy",6.1,200000000.0,559852396.0,200.0,559.85,179.926198,"['Adventure', 'Animation', 'Comedy']",False,True,False,False,True,True,3,Comedy
287,tt1216492,Leap Year,2010,"Comedy,Romance",6.5,19000000.0,32686500.0,19.0,32.69,72.03421052631579,"['Comedy', 'Romance']",False,True,False,False,False,False,2,Comedy
288,tt1217209,Brave,2012,"Adventure,Animation,Comedy",7.1,185000000.0,538983207.0,185.0,538.98,191.34227405405406,"['Adventure', 'Animation', 'Comedy']",False,True,False,False,True,True,3,Adventure
288,tt1217209,Brave,2012,"Adventure,Animation,Comedy",7.1,185000000.0,538983207.0,185.0,538.98,191.34227405405406,"['Adventure', 'Animation', 'Comedy']",False,True,False,False,True,True,3,Animation
288,tt1217209,Brave,2012,"Adventure,Animation,Comedy",7.1,185000000.0,538983207.0,185.0,538.98,191.34227405405406,"['Adventure', 'Animation', 'Comedy']",False,True,False,False,True,True,3,Comedy
289,tt1217613,Battle Los Angeles,2011,"Action,Sci-Fi",5.7,70000000.0,211819354.0,70.0,211.82,202.59907714285714,"['Action', 'Sci-Fi']",False,False,False,True,False,False,2,Sci-Fi
290,tt1219289,Limitless,2011,"Sci-Fi,Thriller",7.4,27000000.0,161849455.0,27.0,161.85,499.4424259259259,"['Sci-Fi', 'Thriller']",False,False,True,True,False,False,2,Sci-Fi
290,tt1219289,Limitless,2011,"Sci-Fi,Thriller",7.4,27000000.0,161849455.0,27.0,161.85,499.4424259259259,"['Sci-Fi', 'Thriller']",False,False,True,True,False,False,2,Thriller
291,tt1219342,Legend of the Guardians: The Owls of Ga'Hoole,2010,"Action,Adventure,Animation",6.9,80000000.0,140073390.0,80.0,140.07,75.0917375,"['Action', 'Adventure', 'Animation']",False,False,False,False,True,True,3,Adventure
291,tt1219342,Legend of the Guardians: The Owls of Ga'Hoole,2010,"Action,Adventure,Animation",6.9,80000000.0,140073390.0,80.0,140.07,75.0917375,"['Action', 'Adventure', 'Animation']",False,False,False,False,True,True,3,Animation
293,tt1220634,Resident Evil: Afterlife,2010,"Action,Adventure,Horror",5.8,60000000.0,300228084.0,60.0,300.23,400.38014000000004,"['Action', 'Adventure', 'Horror']",False,False,False,False,True,False,3,Adventure
293,tt1220634,Resident Evil: Afterlife,2010,"Action,Adventure,Horror",5.8,60000000.0,300228084.0,60.0,300.23,400.38014000000004,"['Action', 'Adventure', 'Horror']",False,False,False,False,True,False,3,Horror
294,tt1220888,Henry's Crime,2010,"Comedy,Crime,Drama",6.0,12000000.0,2169799.0,12.0,2.17,-81.91834166666668,"['Comedy', 'Crime', 'Drama']",False,True,False,False,False,False,3,Comedy
296,tt1222817,Zookeeper,2011,"Comedy,Family,Fantasy",5.2,80000000.0,169852759.0,80.0,169.85,112.31594874999999,"['Comedy', 'Family', 'Fantasy']",False,True,False,False,False,False,3,Comedy
297,tt1223236,African Cats,2011,"Adventure,Documentary",7.6,5000000.0,30857747.0,5.0,30.86,517.15494,"['Adventure', 'Documentary']",False,False,False,False,True,False,2,Adventure
298,tt1224378,Viy,2014,"Adventure,Fantasy,Mystery",5.2,26000000.0,38885962.0,26.0,38.89,49.56139230769231,"['Adventure', 'Fantasy', 'Mystery']",True,False,False,False,True,False,3,Adventure
298,tt1224378,Viy,2014,"Adventure,Fantasy,Mystery",5.2,26000000.0,38885962.0,26.0,38.89,49.56139230769231,"['Adventure', 'Fantasy', 'Mystery']",True,False,False,False,True,False,3,Mystery
299,tt1226229,Get Him to the Greek,2010,"Comedy,Music",6.4,40000000.0,91720255.0,40.0,91.72,129.3006375,"['Comedy', 'Music']",False,True,False,False,False,False,2,Comedy
301,tt1226753,The Debt,2010,"Drama,Thriller",6.8,20000000.0,45636368.0,20.0,45.64,128.18184,"['Drama', 'Thriller']",False,False,True,False,False,False,2,Thriller
303,tt1228705,Iron Man 2,2010,"Action,Adventure,Sci-Fi",7.0,200000000.0,623933331.0,200.0,623.93,211.9666655,"['Action', 'Adventure', 'Sci-Fi']",False,False,False,True,True,False,3,Adventure
303,tt1228705,Iron Man 2,2010,"Action,Adventure,Sci-Fi",7.0,200000000.0,623933331.0,200.0,623.93,211.9666655,"['Action', 'Adventure', 'Sci-Fi']",False,False,False,True,True,False,3,Sci-Fi
304,tt1228987,Let Me In,2010,"Drama,Fantasy,Horror",7.1,20000000.0,27093592.0,20.0,27.09,35.46796,"['Drama', 'Fantasy', 'Horror']",False,False,False,False,False,False,3,Horror
305,tt1229238,Mission: Impossible - Ghost Protocol,2011,"Action,Adventure,Thriller",7.4,145000000.0,694713380.0,145.0,694.71,379.11267586206895,"['Action', 'Adventure', 'Thriller']",False,False,True,False,True,False,3,Adventure
305,tt1229238,Mission: Impossible - Ghost Protocol,2011,"Action,Adventure,Thriller",7.4,145000000.0,694713380.0,145.0,694.71,379.11267586206895,"['Action', 'Adventure', 'Thriller']",False,False,True,False,True,False,3,Thriller
306,tt1229340,Anchorman 2: The Legend Continues,2013,Comedy,6.3,50000000.0,173649931.0,50.0,173.65,247.299862,['Comedy'],False,True,False,False,False,False,1,Comedy
310,tt1231583,Due Date,2010,"Comedy,Drama",6.5,65000000.0,211780824.0,65.0,211.78,225.81665230769232,"['Comedy', 'Drama']",False,True,False,False,False,False,2,Comedy
311,tt1231587,Hot Tub Time Machine,2010,"Comedy,Sci-Fi",6.4,36000000.0,64780213.0,36.0,64.78,79.94503611111111,"['Comedy', 'Sci-Fi']",False,True,False,True,False,False,2,Comedy
311,tt1231587,Hot Tub Time Machine,2010,"Comedy,Sci-Fi",6.4,36000000.0,64780213.0,36.0,64.78,79.94503611111111,"['Comedy', 'Sci-Fi']",False,True,False,True,False,False,2,Sci-Fi
312,tt1232200,That's My Boy,2012,Comedy,5.5,70000000.0,57719093.0,70.0,57.72,-17.54415285714286,['Comedy'],False,True,False,False,False,False,1,Comedy
313,tt1232829,21 Jump Street,2012,"Action,Comedy,Crime",7.2,42000000.0,201585328.0,42.0,201.59,379.96506666666664,"['Action', 'Comedy', 'Crime']",False,True,False,False,False,False,3,Comedy
314,tt1233192,Brighton Rock,2010,"Crime,Drama,Thriller",5.7,12000000.0,2913599.0,12.0,2.91,-75.72000833333334,"['Crime', 'Drama', 'Thriller']",False,False,True,False,False,False,3,Thriller
317,tt1234721,RoboCop,2014,"Action,Crime,Sci-Fi",6.1,100000000.0,242688965.0,100.0,242.69,142.688965,"['Action', 'Crime', 'Sci-Fi']",False,False,False,True,False,False,3,Sci-Fi
318,tt1235189,Wild Target,2010,"Action,Comedy,Crime",6.8,8000000.0,3494154.0,8.0,3.49,-56.323075,"['Action', 'Comedy', 'Crime']",False,True,False,False,False,False,3,Comedy
320,tt1235830,Chico & Rita,2010,"Animation,Crime,Drama",7.2,10856000.0,2347919.0,10.86,2.35,-78.3721536477524,"['Animation', 'Crime', 'Drama']",False,False,False,False,False,True,3,Animation
321,tt1240982,Your Highness,2011,"Adventure,Comedy,Fantasy",5.5,49900000.0,28013733.0,49.9,28.01,-43.860254509018034,"['Adventure', 'Comedy', 'Fantasy']",False,True,False,False,True,False,3,Adventure
321,tt1240982,Your Highness,2011,"Adventure,Comedy,Fantasy",5.5,49900000.0,28013733.0,49.9,28.01,-43.860254509018034,"['Adventure', 'Comedy', 'Fantasy']",False,True,False,False,True,False,3,Comedy
322,tt1241721,Thor: Legend of the Magical Hammer,2011,"Adventure,Animation,Comedy",5.0,9806980.0,7600557.0,9.81,7.6,-22.49849596919745,"['Adventure', 'Animation', 'Comedy']",False,True,False,False,True,True,3,Adventure
322,tt1241721,Thor: Legend of the Magical Hammer,2011,"Adventure,Animation,Comedy",5.0,9806980.0,7600557.0,9.81,7.6,-22.49849596919745,"['Adventure', 'Animation', 'Comedy']",False,True,False,False,True,True,3,Animation
322,tt1241721,Thor: Legend of the Magical Hammer,2011,"Adventure,Animation,Comedy",5.0,9806980.0,7600557.0,9.81,7.6,-22.49849596919745,"['Adventure', 'Animation', 'Comedy']",False,True,False,False,True,True,3,Comedy
323,tt1242460,We Need to Talk About Kevin,2011,"Drama,Mystery,Thriller",7.5,7000000.0,9232318.0,7.0,9.23,31.89025714285714,"['Drama', 'Mystery', 'Thriller']",True,False,True,False,False,False,3,Mystery
323,tt1242460,We Need to Talk About Kevin,2011,"Drama,Mystery,Thriller",7.5,7000000.0,9232318.0,7.0,9.23,31.89025714285714,"['Drama', 'Mystery', 'Thriller']",True,False,True,False,False,False,3,Thriller
324,tt1243957,The Tourist,2010,"Action,Adventure,Crime",6.0,100000000.0,278780441.0,100.0,278.78,178.780441,"['Action', 'Adventure', 'Crime']",False,False,False,False,True,False,3,Adventure
325,tt1243974,Aloha,2015,"Comedy,Drama,Romance",5.4,37000000.0,26250020.0,37.0,26.25,-29.054000000000002,"['Comedy', 'Drama', 'Romance']",False,True,False,False,False,False,3,Comedy
328,tt1245492,This Is the End,2013,Comedy,6.6,32000000.0,126041322.0,32.0,126.04,293.87913125,['Comedy'],False,True,False,False,False,False,1,Comedy
329,tt1245526,RED,2010,"Action,Comedy,Crime",7.0,58000000.0,199006387.0,58.0,199.01,243.1144603448276,"['Action', 'Comedy', 'Crime']",False,True,False,False,False,False,3,Comedy
331,tt1250777,Kick-Ass,2010,"Action,Comedy,Crime",7.6,30000000.0,96188903.0,30.0,96.19,220.62967666666665,"['Action', 'Comedy', 'Crime']",False,True,False,False,False,False,3,Comedy
334,tt1255919,Holmes & Watson,2018,"Comedy,Crime,Mystery",3.8,42000000.0,40466970.0,42.0,40.47,-3.650071428571429,"['Comedy', 'Crime', 'Mystery']",True,True,False,False,False,False,3,Comedy
334,tt1255919,Holmes & Watson,2018,"Comedy,Crime,Mystery",3.8,42000000.0,40466970.0,42.0,40.47,-3.650071428571429,"['Comedy', 'Crime', 'Mystery']",True,True,False,False,False,False,3,Mystery
335,tt1255953,Incendies,2010,"Drama,Mystery,War",8.3,6800000.0,7099598.0,6.8,7.1,4.40585294117647,"['Drama', 'Mystery', 'War']",True,False,False,False,False,False,3,Mystery
337,tt1259521,The Cabin in the Woods,2011,Horror,7.0,30000000.0,94348403.0,30.0,94.35,214.49467666666666,['Horror'],False,False,False,False,False,False,1,Horror
339,tt1261945,Sex and the City 2,2010,"Comedy,Drama,Romance",4.5,100000000.0,290745055.0,100.0,290.75,190.745055,"['Comedy', 'Drama', 'Romance']",False,True,False,False,False,False,3,Comedy
340,tt1262416,Scream 4,2011,"Horror,Mystery",6.1,40000000.0,97231420.0,40.0,97.23,143.07855,"['Horror', 'Mystery']",True,False,False,False,False,False,2,Horror
340,tt1262416,Scream 4,2011,"Horror,Mystery",6.1,40000000.0,97231420.0,40.0,97.23,143.07855,"['Horror', 'Mystery']",True,False,False,False,False,False,2,Mystery
341,tt1265990,The Roommate,2011,"Drama,Mystery,Thriller",4.8,16000000.0,40492652.0,16.0,40.49,153.079075,"['Drama', 'Mystery', 'Thriller']",True,False,True,False,False,False,3,Mystery
341,tt1265990,The Roommate,2011,"Drama,Mystery,Thriller",4.8,16000000.0,40492652.0,16.0,40.49,153.079075,"['Drama', 'Mystery', 'Thriller']",True,False,True,False,False,False,3,Thriller
342,tt1267297,Hercules,2014,"Action,Adventure,Fantasy",6.0,100000000.0,244819862.0,100.0,244.82,144.819862,"['Action', 'Adventure', 'Fantasy']",False,False,False,False,True,False,3,Adventure
343,tt1268799,A Very Harold & Kumar Christmas,2011,"Adventure,Comedy",6.3,19000000.0,36192775.0,19.0,36.19,90.48828947368422,"['Adventure', 'Comedy']",False,True,False,False,True,False,2,Adventure
343,tt1268799,A Very Harold & Kumar Christmas,2011,"Adventure,Comedy",6.3,19000000.0,36192775.0,19.0,36.19,90.48828947368422,"['Adventure', 'Comedy']",False,True,False,False,True,False,2,Comedy
344,tt1270262,The Devil's Double,2011,"Biography,Drama,Thriller",7.1,19100000.0,5728213.0,19.1,5.73,-70.0093560209424,"['Biography', 'Drama', 'Thriller']",False,False,True,False,False,False,3,Thriller
345,tt1270761,Don't Be Afraid of the Dark,2010,"Fantasy,Horror,Thriller",5.6,25000000.0,38269529.0,25.0,38.27,53.078115999999994,"['Fantasy', 'Horror', 'Thriller']",False,False,True,False,False,False,3,Horror
345,tt1270761,Don't Be Afraid of the Dark,2010,"Fantasy,Horror,Thriller",5.6,25000000.0,38269529.0,25.0,38.27,53.078115999999994,"['Fantasy', 'Horror', 'Thriller']",False,False,True,False,False,False,3,Thriller
346,tt1270797,Venom,2018,"Action,Adventure,Sci-Fi",6.7,100000000.0,856085151.0,100.0,856.09,756.085151,"['Action', 'Adventure', 'Sci-Fi']",False,False,False,True,True,False,3,Adventure
346,tt1270797,Venom,2018,"Action,Adventure,Sci-Fi",6.7,100000000.0,856085151.0,100.0,856.09,756.085151,"['Action', 'Adventure', 'Sci-Fi']",False,False,False,True,True,False,3,Sci-Fi
347,tt1270798,X-Men: First Class,2011,"Action,Adventure,Sci-Fi",7.7,160000000.0,352616690.0,160.0,352.62,120.38543125000001,"['Action', 'Adventure', 'Sci-Fi']",False,False,False,True,True,False,3,Adventure
347,tt1270798,X-Men: First Class,2011,"Action,Adventure,Sci-Fi",7.7,160000000.0,352616690.0,160.0,352.62,120.38543125000001,"['Action', 'Adventure', 'Sci-Fi']",False,False,False,True,True,False,3,Sci-Fi
349,tt1272051,Space Dogs,2010,"Adventure,Animation,Comedy",5.1,25000000.0,8553835.0,25.0,8.55,-65.78465999999999,"['Adventure', 'Animation', 'Comedy']",False,True,False,False,True,True,3,Adventure
349,tt1272051,Space Dogs,2010,"Adventure,Animation,Comedy",5.1,25000000.0,8553835.0,25.0,8.55,-65.78465999999999,"['Adventure', 'Animation', 'Comedy']",False,True,False,False,True,True,3,Animation
