,tconst,primaryTitle,startYear,genres,averageRating,budget,ww_gross,budget1mil,ww_gross1mil,ROI,genre_list,Mystery,Comedy,Thriller,Sci-Fi,Adventure,Animation,genre_count,top_genre_list
903,tt3759416,AstÃ©rix: Le domaine des dieux,2014,"Adventure,Animation,Comedy",6.9,35400000.0,42800509.0,35.4,42.8,20.90539265536723,"['Adventure', 'Animation', 'Comedy']",False,True,False,False,True,True,3,Animation
903,tt3759416,AstÃ©rix: Le domaine des dieux,2014,"Adventure,Animation,Comedy",6.9,35400000.0,42800509.0,35.4,42.8,20.90539265536723,"['Adventure', 'Animation', 'Comedy']",False,True,False,False,True,True,3,Comedy
904,tt3760922,My Big Fat Greek Wedding 2,2016,"Comedy,Romance",6.0,18000000.0,90632641.0,18.0,90.63,403.51467222222226,"['Comedy', 'Romance']",False,True,False,False,False,False,2,Comedy
905,tt3761706,Korporativ,2014,Comedy,2.4,2000000.0,4785667.0,2.0,4.79,139.28335,['Comedy'],False,True,False,False,False,False,1,Comedy
907,tt3766354,The Equalizer 2,2018,"Action,Crime,Thriller",6.7,62000000.0,190400157.0,62.0,190.4,207.09702741935482,"['Action', 'Crime', 'Thriller']",False,False,True,False,False,False,3,Thriller
908,tt3766394,"Hello, My Name Is Doris",2015,"Comedy,Drama,Romance",6.6,1000000.0,14659448.0,1.0,14.66,1365.9448,"['Comedy', 'Drama', 'Romance']",False,True,False,False,False,False,3,Comedy
911,tt3775086,They Call Me Jeeg,2015,"Action,Drama,Sci-Fi",7.1,2006000.0,5973344.0,2.01,5.97,197.77387836490527,"['Action', 'Drama', 'Sci-Fi']",False,False,False,True,False,False,3,Sci-Fi
912,tt3778644,Solo: A Star Wars Story,2018,"Action,Adventure,Sci-Fi",6.9,275000000.0,392924807.0,275.0,392.92,42.881747999999995,"['Action', 'Adventure', 'Sci-Fi']",False,False,False,True,True,False,3,Adventure
912,tt3778644,Solo: A Star Wars Story,2018,"Action,Adventure,Sci-Fi",6.9,275000000.0,392924807.0,275.0,392.92,42.881747999999995,"['Action', 'Adventure', 'Sci-Fi']",False,False,False,True,True,False,3,Sci-Fi
913,tt3783958,La La Land,2016,"Comedy,Drama,Music",8.0,30000000.0,446486224.0,30.0,446.49,1388.2874133333332,"['Comedy', 'Drama', 'Music']",False,True,False,False,False,False,3,Comedy
916,tt3792960,The Brand New Testament,2015,"Comedy,Fantasy",7.1,10095490.0,15709652.0,10.1,15.71,55.610594433752105,"['Comedy', 'Fantasy']",False,True,False,False,False,False,2,Comedy
918,tt3799694,The Nice Guys,2016,"Action,Comedy,Crime",7.4,50000000.0,62788218.0,50.0,62.79,25.576436,"['Action', 'Comedy', 'Crime']",False,True,False,False,False,False,3,Comedy
919,tt3801934,Wild City,2015,"Action,Crime,Thriller",5.7,5000000.0,24817852.0,5.0,24.82,396.35704,"['Action', 'Crime', 'Thriller']",False,False,True,False,False,False,3,Thriller
922,tt3819668,"Dragon Ball Z: Resurrection ""F""",2015,"Action,Adventure,Animation",7.3,5000000.0,61768190.0,5.0,61.77,1135.3638,"['Action', 'Adventure', 'Animation']",False,False,False,False,True,True,3,Adventure
922,tt3819668,"Dragon Ball Z: Resurrection ""F""",2015,"Action,Adventure,Animation",7.3,5000000.0,61768190.0,5.0,61.77,1135.3638,"['Action', 'Adventure', 'Animation']",False,False,False,False,True,True,3,Animation
923,tt3829266,The Predator,2018,"Action,Adventure,Sci-Fi",5.4,88000000.0,160542134.0,88.0,160.54,82.43424318181818,"['Action', 'Adventure', 'Sci-Fi']",False,False,False,True,True,False,3,Adventure
923,tt3829266,The Predator,2018,"Action,Adventure,Sci-Fi",5.4,88000000.0,160542134.0,88.0,160.54,82.43424318181818,"['Action', 'Adventure', 'Sci-Fi']",False,False,False,True,True,False,3,Sci-Fi
926,tt3838034,Alone,2017,"Fantasy,Horror,Thriller",5.1,7080000.0,2385151.0,7.08,2.39,-66.31142655367232,"['Fantasy', 'Horror', 'Thriller']",False,False,True,False,False,False,3,Horror
926,tt3838034,Alone,2017,"Fantasy,Horror,Thriller",5.1,7080000.0,2385151.0,7.08,2.39,-66.31142655367232,"['Fantasy', 'Horror', 'Thriller']",False,False,True,False,False,False,3,Thriller
928,tt3850214,Dope,2015,"Comedy,Crime,Drama",7.2,7000000.0,17986781.0,7.0,17.99,156.9540142857143,"['Comedy', 'Crime', 'Drama']",False,True,False,False,False,False,3,Comedy
929,tt3850590,Krampus,2015,"Comedy,Drama,Fantasy",6.1,15000000.0,61548707.0,15.0,61.55,310.3247133333333,"['Comedy', 'Drama', 'Fantasy']",False,True,False,False,False,False,3,Comedy
931,tt3858372,Mune: Guardian of the Moon,2014,"Adventure,Animation,Comedy",7.2,17000000.0,8574386.0,17.0,8.57,-49.56243529411765,"['Adventure', 'Animation', 'Comedy']",False,True,False,False,True,True,3,Adventure
931,tt3858372,Mune: Guardian of the Moon,2014,"Adventure,Animation,Comedy",7.2,17000000.0,8574386.0,17.0,8.57,-49.56243529411765,"['Adventure', 'Animation', 'Comedy']",False,True,False,False,True,True,3,Animation
931,tt3858372,Mune: Guardian of the Moon,2014,"Adventure,Animation,Comedy",7.2,17000000.0,8574386.0,17.0,8.57,-49.56243529411765,"['Adventure', 'Animation', 'Comedy']",False,True,False,False,True,True,3,Comedy
933,tt3861390,Dumbo,2019,"Adventure,Family,Fantasy",6.3,170000000.0,353284621.0,170.0,353.28,107.81448294117648,"['Adventure', 'Family', 'Fantasy']",False,False,False,False,True,False,3,Adventure
934,tt3862750,The Perfect Guy,2015,"Crime,Drama,Horror",5.6,12000000.0,60273173.0,12.0,60.27,402.2764416666667,"['Crime', 'Drama', 'Horror']",False,False,False,False,False,False,3,Horror
935,tt3863870,I'm Off Then,2015,Comedy,6.1,7080000.0,17153058.0,7.08,17.15,142.2748305084746,['Comedy'],False,True,False,False,False,False,1,Comedy
937,tt3874544,The Boss Baby,2017,"Adventure,Animation,Comedy",6.3,125000000.0,527965936.0,125.0,527.97,322.3727488,"['Adventure', 'Animation', 'Comedy']",False,True,False,False,True,True,3,Adventure
937,tt3874544,The Boss Baby,2017,"Adventure,Animation,Comedy",6.3,125000000.0,527965936.0,125.0,527.97,322.3727488,"['Adventure', 'Animation', 'Comedy']",False,True,False,False,True,True,3,Animation
937,tt3874544,The Boss Baby,2017,"Adventure,Animation,Comedy",6.3,125000000.0,527965936.0,125.0,527.97,322.3727488,"['Adventure', 'Animation', 'Comedy']",False,True,False,False,True,True,3,Comedy
939,tt3882082,The Boy,2016,"Horror,Mystery,Thriller",6.0,10000000.0,74136180.0,10.0,74.14,641.3617999999999,"['Horror', 'Mystery', 'Thriller']",True,False,True,False,False,False,3,Horror
939,tt3882082,The Boy,2016,"Horror,Mystery,Thriller",6.0,10000000.0,74136180.0,10.0,74.14,641.3617999999999,"['Horror', 'Mystery', 'Thriller']",True,False,True,False,False,False,3,Mystery
939,tt3882082,The Boy,2016,"Horror,Mystery,Thriller",6.0,10000000.0,74136180.0,10.0,74.14,641.3617999999999,"['Horror', 'Mystery', 'Thriller']",True,False,True,False,False,False,3,Thriller
941,tt3892620,Mourning Grave,2014,"Horror,Thriller",6.0,2000000.0,3426917.0,2.0,3.43,71.34585,"['Horror', 'Thriller']",False,False,True,False,False,False,2,Horror
941,tt3892620,Mourning Grave,2014,"Horror,Thriller",6.0,2000000.0,3426917.0,2.0,3.43,71.34585,"['Horror', 'Thriller']",False,False,True,False,False,False,2,Thriller
942,tt3896100,Capture the Flag,2015,"Adventure,Animation,Comedy",5.9,14750000.0,24604331.0,14.75,24.6,66.80902372881356,"['Adventure', 'Animation', 'Comedy']",False,True,False,False,True,True,3,Adventure
942,tt3896100,Capture the Flag,2015,"Adventure,Animation,Comedy",5.9,14750000.0,24604331.0,14.75,24.6,66.80902372881356,"['Adventure', 'Animation', 'Comedy']",False,True,False,False,True,True,3,Animation
942,tt3896100,Capture the Flag,2015,"Adventure,Animation,Comedy",5.9,14750000.0,24604331.0,14.75,24.6,66.80902372881356,"['Adventure', 'Animation', 'Comedy']",False,True,False,False,True,True,3,Comedy
943,tt3896102,Tad Jones: The Hero Returns,2017,"Adventure,Animation,Comedy",6.2,10620000.0,35704046.0,10.62,35.7,236.1962900188324,"['Adventure', 'Animation', 'Comedy']",False,True,False,False,True,True,3,Adventure
943,tt3896102,Tad Jones: The Hero Returns,2017,"Adventure,Animation,Comedy",6.2,10620000.0,35704046.0,10.62,35.7,236.1962900188324,"['Adventure', 'Animation', 'Comedy']",False,True,False,False,True,True,3,Animation
943,tt3896102,Tad Jones: The Hero Returns,2017,"Adventure,Animation,Comedy",6.2,10620000.0,35704046.0,10.62,35.7,236.1962900188324,"['Adventure', 'Animation', 'Comedy']",False,True,False,False,True,True,3,Comedy
944,tt3896198,Guardians of the Galaxy Vol. 2,2017,"Action,Adventure,Comedy",7.6,200000000.0,863756051.0,200.0,863.76,331.87802550000004,"['Action', 'Adventure', 'Comedy']",False,True,False,False,True,False,3,Adventure
944,tt3896198,Guardians of the Galaxy Vol. 2,2017,"Action,Adventure,Comedy",7.6,200000000.0,863756051.0,200.0,863.76,331.87802550000004,"['Action', 'Adventure', 'Comedy']",False,True,False,False,True,False,3,Comedy
946,tt3913206,Our Women,2015,"Comedy,Drama",5.2,11800000.0,3019913.0,11.8,3.02,-74.40751694915254,"['Comedy', 'Drama']",False,True,False,False,False,False,2,Comedy
948,tt3922818,The Space Between Us,2017,"Drama,Romance,Sci-Fi",6.4,30000000.0,16080475.0,30.0,16.08,-46.39841666666666,"['Drama', 'Romance', 'Sci-Fi']",False,False,False,True,False,False,3,Sci-Fi
949,tt3948438,Loucas pra Casar,2015,Comedy,5.9,1800000.0,15918808.0,1.8,15.92,784.3782222222222,['Comedy'],False,True,False,False,False,False,1,Comedy
950,tt3949660,Teenage Mutant Ninja Turtles: Out of the Shadows,2016,"Action,Adventure,Comedy",6.0,135000000.0,245623848.0,135.0,245.62,81.94359111111112,"['Action', 'Adventure', 'Comedy']",False,True,False,False,True,False,3,Adventure
950,tt3949660,Teenage Mutant Ninja Turtles: Out of the Shadows,2016,"Action,Adventure,Comedy",6.0,135000000.0,245623848.0,135.0,245.62,81.94359111111112,"['Action', 'Adventure', 'Comedy']",False,True,False,False,True,False,3,Comedy
952,tt3960412,Popstar: Never Stop Never Stopping,2016,"Comedy,Music",6.7,20000000.0,9680029.0,20.0,9.68,-51.59985499999999,"['Comedy', 'Music']",False,True,False,False,False,False,2,Comedy
954,tt3967856,Okja,2017,"Action,Adventure,Drama",7.3,50000000.0,2049823.0,50.0,2.05,-95.900354,"['Action', 'Adventure', 'Drama']",False,False,False,False,True,False,3,Adventure
956,tt3982774,Hadi Insallah,2014,Comedy,5.4,1000000.0,5332286.0,1.0,5.33,433.2286,['Comedy'],False,True,False,False,False,False,1,Comedy
957,tt3983464,O PÃ¡tio das Cantigas,2015,Comedy,5.6,1180000.0,3415695.0,1.18,3.42,189.4656779661017,['Comedy'],False,True,False,False,False,False,1,Comedy
959,tt4003440,The House That Jack Built,2018,"Crime,Drama,Horror",6.8,10266000.0,4202076.0,10.27,4.2,-59.06803039158387,"['Crime', 'Drama', 'Horror']",False,False,False,False,False,False,3,Horror
962,tt4025514,Suburra,2015,"Crime,Drama,Thriller",7.4,8260000.0,5217330.0,8.26,5.22,-36.836198547215496,"['Crime', 'Drama', 'Thriller']",False,False,True,False,False,False,3,Thriller
963,tt4030600,The Bye Bye Man,2017,"Drama,Fantasy,Horror",4.2,7400000.0,29874280.0,7.4,29.87,303.7064864864865,"['Drama', 'Fantasy', 'Horror']",False,False,False,False,False,False,3,Horror
965,tt4034354,Swiss Army Man,2016,"Comedy,Drama,Fantasy",7.0,3000000.0,4935501.0,3.0,4.94,64.5167,"['Comedy', 'Drama', 'Fantasy']",False,True,False,False,False,False,3,Comedy
966,tt4038736,Old Cinderella,2014,"Comedy,Romance",5.5,3500000.0,8330000.0,3.5,8.33,138.0,"['Comedy', 'Romance']",False,True,False,False,False,False,2,Comedy
968,tt4046784,Maze Runner: The Scorch Trials,2015,"Action,Adventure,Sci-Fi",6.3,61000000.0,312296056.0,61.0,312.3,411.9607475409836,"['Action', 'Adventure', 'Sci-Fi']",False,False,False,True,True,False,3,Adventure
968,tt4046784,Maze Runner: The Scorch Trials,2015,"Action,Adventure,Sci-Fi",6.3,61000000.0,312296056.0,61.0,312.3,411.9607475409836,"['Action', 'Adventure', 'Sci-Fi']",False,False,False,True,True,False,3,Sci-Fi
969,tt4048272,Toni Erdmann,2016,"Comedy,Drama",7.4,3540000.0,11784207.0,3.54,11.78,232.88720338983052,"['Comedy', 'Drama']",False,True,False,False,False,False,2,Comedy
970,tt4052882,The Shallows,2016,"Drama,Horror,Thriller",6.3,17000000.0,119100758.0,17.0,119.1,600.592694117647,"['Drama', 'Horror', 'Thriller']",False,False,True,False,False,False,3,Horror
970,tt4052882,The Shallows,2016,"Drama,Horror,Thriller",6.3,17000000.0,119100758.0,17.0,119.1,600.592694117647,"['Drama', 'Horror', 'Thriller']",False,False,True,False,False,False,3,Thriller
972,tt4057376,I Am Dragon,2015,"Adventure,Fantasy,Romance",6.9,18000000.0,10495305.0,18.0,10.5,-41.692750000000004,"['Adventure', 'Fantasy', 'Romance']",False,False,False,False,True,False,3,Adventure
973,tt4057632,All Three of Us,2015,"Comedy,Drama",7.3,8260000.0,3985169.0,8.26,3.99,-51.75340193704601,"['Comedy', 'Drama']",False,True,False,False,False,False,2,Comedy
974,tt4057916,Top Cat Begins,2015,"Animation,Family",4.2,8000000.0,4668442.0,8.0,4.67,-41.644475,"['Animation', 'Family']",False,False,False,False,False,True,2,Animation
975,tt4062536,Green Room,2015,"Horror,Music,Thriller",7.0,5000000.0,3769214.0,5.0,3.77,-24.61572,"['Horror', 'Music', 'Thriller']",False,False,True,False,False,False,3,Horror
975,tt4062536,Green Room,2015,"Horror,Music,Thriller",7.0,5000000.0,3769214.0,5.0,3.77,-24.61572,"['Horror', 'Music', 'Thriller']",False,False,True,False,False,False,3,Thriller
977,tt4073790,The Darkest Minds,2018,"Action,Adventure,Drama",5.7,34000000.0,41142379.0,34.0,41.14,21.00699705882353,"['Action', 'Adventure', 'Drama']",False,False,False,False,True,False,3,Adventure
978,tt4075322,Savva. Serdtse voina,2015,"Adventure,Animation,Fantasy",4.4,30000000.0,5823956.0,30.0,5.82,-80.58681333333332,"['Adventure', 'Animation', 'Fantasy']",False,False,False,False,True,True,3,Adventure
978,tt4075322,Savva. Serdtse voina,2015,"Adventure,Animation,Fantasy",4.4,30000000.0,5823956.0,30.0,5.82,-80.58681333333332,"['Adventure', 'Animation', 'Fantasy']",False,False,False,False,True,True,3,Animation
979,tt4080594,My New Sassy Girl,2016,"Comedy,Romance",4.6,5200000.0,5701519.0,5.2,5.7,9.644596153846154,"['Comedy', 'Romance']",False,True,False,False,False,False,2,Comedy
980,tt4080672,Daddy or Mommy,2015,"Comedy,Drama,Romance",6.0,12900000.0,21835307.0,12.9,21.84,69.2659457364341,"['Comedy', 'Drama', 'Romance']",False,True,False,False,False,False,3,Comedy
983,tt4088268,Department Q: A Conspiracy of Faith,2016,"Crime,Drama,Thriller",7.0,6320000.0,9651271.0,6.32,9.65,52.70998417721518,"['Crime', 'Drama', 'Thriller']",False,False,True,False,False,False,3,Thriller
984,tt4094724,The Purge: Election Year,2016,"Action,Horror,Thriller",6.0,10000000.0,118587880.0,10.0,118.59,1085.8788,"['Action', 'Horror', 'Thriller']",False,False,True,False,False,False,3,Horror
984,tt4094724,The Purge: Election Year,2016,"Action,Horror,Thriller",6.0,10000000.0,118587880.0,10.0,118.59,1085.8788,"['Action', 'Horror', 'Thriller']",False,False,True,False,False,False,3,Thriller
986,tt4105584,Deep,2017,"Adventure,Animation,Comedy",4.1,7080000.0,10972309.0,7.08,10.97,54.976115819209035,"['Adventure', 'Animation', 'Comedy']",False,True,False,False,True,True,3,Adventure
986,tt4105584,Deep,2017,"Adventure,Animation,Comedy",4.1,7080000.0,10972309.0,7.08,10.97,54.976115819209035,"['Adventure', 'Animation', 'Comedy']",False,True,False,False,True,True,3,Animation
986,tt4105584,Deep,2017,"Adventure,Animation,Comedy",4.1,7080000.0,10972309.0,7.08,10.97,54.976115819209035,"['Adventure', 'Animation', 'Comedy']",False,True,False,False,True,True,3,Comedy
987,tt4106376,American Renegades,2017,"Action,Adventure,Crime",5.4,78104200.0,2602149.0,78.1,2.6,-96.66836226476937,"['Action', 'Adventure', 'Crime']",False,False,False,False,True,False,3,Adventure
988,tt4110388,Superlopez,2018,"Action,Comedy,Sci-Fi",5.3,8614000.0,14347006.0,8.61,14.35,66.55451590434177,"['Action', 'Comedy', 'Sci-Fi']",False,True,False,True,False,False,3,Comedy
988,tt4110388,Superlopez,2018,"Action,Comedy,Sci-Fi",5.3,8614000.0,14347006.0,8.61,14.35,66.55451590434177,"['Action', 'Comedy', 'Sci-Fi']",False,True,False,True,False,False,3,Sci-Fi
989,tt4115932,Hollywood Adventures,2015,"Action,Adventure,Comedy",5.0,30000000.0,52265070.0,30.0,52.27,74.2169,"['Action', 'Adventure', 'Comedy']",False,True,False,False,True,False,3,Adventure
989,tt4115932,Hollywood Adventures,2015,"Action,Adventure,Comedy",5.0,30000000.0,52265070.0,30.0,52.27,74.2169,"['Action', 'Adventure', 'Comedy']",False,True,False,False,True,False,3,Comedy
990,tt4116284,The Lego Batman Movie,2017,"Action,Animation,Comedy",7.3,80000000.0,311950384.0,80.0,311.95,289.93798000000004,"['Action', 'Animation', 'Comedy']",False,True,False,False,False,True,3,Animation
990,tt4116284,The Lego Batman Movie,2017,"Action,Animation,Comedy",7.3,80000000.0,311950384.0,80.0,311.95,289.93798000000004,"['Action', 'Animation', 'Comedy']",False,True,False,False,False,True,3,Comedy
992,tt4123430,Fantastic Beasts: The Crimes of Grindelwald,2018,"Adventure,Family,Fantasy",6.6,200000000.0,654855901.0,200.0,654.86,227.4279505,"['Adventure', 'Family', 'Fantasy']",False,False,False,False,True,False,3,Adventure
994,tt4131800,My Little Pony: The Movie,2017,"Adventure,Animation,Comedy",6.1,6500000.0,60330833.0,6.5,60.33,828.1666615384615,"['Adventure', 'Animation', 'Comedy']",False,True,False,False,True,True,3,Adventure
994,tt4131800,My Little Pony: The Movie,2017,"Adventure,Animation,Comedy",6.1,6500000.0,60330833.0,6.5,60.33,828.1666615384615,"['Adventure', 'Animation', 'Comedy']",False,True,False,False,True,True,3,Animation
994,tt4131800,My Little Pony: The Movie,2017,"Adventure,Animation,Comedy",6.1,6500000.0,60330833.0,6.5,60.33,828.1666615384615,"['Adventure', 'Animation', 'Comedy']",False,True,False,False,True,True,3,Comedy
995,tt4136084,Florence Foster Jenkins,2016,"Biography,Comedy,Drama",6.8,29000000.0,49052787.0,29.0,49.05,69.14754137931034,"['Biography', 'Comedy', 'Drama']",False,True,False,False,False,False,3,Comedy
996,tt4139124,Keanu,2016,"Action,Comedy,Crime",6.2,15000000.0,20651333.0,15.0,20.65,37.67555333333333,"['Action', 'Comedy', 'Crime']",False,True,False,False,False,False,3,Comedy
997,tt4141024,"Help, I Shrunk My Teacher",2015,"Action,Adventure,Comedy",5.1,8260000.0,8477416.0,8.26,8.48,2.6321549636803874,"['Action', 'Adventure', 'Comedy']",False,True,False,False,True,False,3,Adventure
997,tt4141024,"Help, I Shrunk My Teacher",2015,"Action,Adventure,Comedy",5.1,8260000.0,8477416.0,8.26,8.48,2.6321549636803874,"['Action', 'Adventure', 'Comedy']",False,True,False,False,True,False,3,Comedy
999,tt4151250,FÃ¼nf Freunde 4,2015,"Adventure,Crime,Family",4.8,3540000.0,6904651.0,3.54,6.9,95.0466384180791,"['Adventure', 'Crime', 'Family']",False,False,False,False,True,False,3,Adventure
1000,tt4154664,Captain Marvel,2019,"Action,Adventure,Sci-Fi",6.9,160000000.0,1128275263.0,160.0,1128.28,605.172039375,"['Action', 'Adventure', 'Sci-Fi']",False,False,False,True,True,False,3,Adventure
1000,tt4154664,Captain Marvel,2019,"Action,Adventure,Sci-Fi",6.9,160000000.0,1128275263.0,160.0,1128.28,605.172039375,"['Action', 'Adventure', 'Sci-Fi']",False,False,False,True,True,False,3,Sci-Fi
1001,tt4154756,Avengers: Infinity War,2018,"Action,Adventure,Sci-Fi",8.4,321000000.0,2048359754.0,321.0,2048.36,538.1183034267913,"['Action', 'Adventure', 'Sci-Fi']",False,False,False,True,True,False,3,Adventure
1001,tt4154756,Avengers: Infinity War,2018,"Action,Adventure,Sci-Fi",8.4,321000000.0,2048359754.0,321.0,2048.36,538.1183034267913,"['Action', 'Adventure', 'Sci-Fi']",False,False,False,True,True,False,3,Sci-Fi
1002,tt4154796,Avengers: Endgame,2019,"Action,Adventure,Drama",8.4,356000000.0,2797800564.0,356.0,2797.8,685.8990348314607,"['Action', 'Adventure', 'Drama']",False,False,False,False,True,False,3,Adventure
1003,tt4154916,Replicas,2018,"Drama,Sci-Fi,Thriller",5.5,30000000.0,9330075.0,30.0,9.33,-68.89975,"['Drama', 'Sci-Fi', 'Thriller']",False,False,True,True,False,False,3,Sci-Fi
1003,tt4154916,Replicas,2018,"Drama,Sci-Fi,Thriller",5.5,30000000.0,9330075.0,30.0,9.33,-68.89975,"['Drama', 'Sci-Fi', 'Thriller']",False,False,True,True,False,False,3,Thriller
1004,tt4155534,Animal Crackers,2017,"Adventure,Animation,Comedy",5.7,19500000.0,9491330.0,19.5,9.49,-51.32651282051282,"['Adventure', 'Animation', 'Comedy']",False,True,False,False,True,True,3,Adventure
1004,tt4155534,Animal Crackers,2017,"Adventure,Animation,Comedy",5.7,19500000.0,9491330.0,19.5,9.49,-51.32651282051282,"['Adventure', 'Animation', 'Comedy']",False,True,False,False,True,True,3,Animation
1004,tt4155534,Animal Crackers,2017,"Adventure,Animation,Comedy",5.7,19500000.0,9491330.0,19.5,9.49,-51.32651282051282,"['Adventure', 'Animation', 'Comedy']",False,True,False,False,True,True,3,Comedy
1005,tt4156700,Gorko! 2,2014,Comedy,3.8,2500000.0,13228038.0,2.5,13.23,429.12152,['Comedy'],False,True,False,False,False,False,1,Comedy
1006,tt4158096,Free Fire,2016,"Action,Comedy,Crime",6.4,7205000.0,3719383.0,7.2,3.72,-48.377751561415685,"['Action', 'Comedy', 'Crime']",False,True,False,False,False,False,3,Comedy
1008,tt4160708,Don't Breathe,2016,"Crime,Horror,Thriller",7.1,9900000.0,157830487.0,9.9,157.83,1494.2473434343433,"['Crime', 'Horror', 'Thriller']",False,False,True,False,False,False,3,Horror
1008,tt4160708,Don't Breathe,2016,"Crime,Horror,Thriller",7.1,9900000.0,157830487.0,9.9,157.83,1494.2473434343433,"['Crime', 'Horror', 'Thriller']",False,False,True,False,False,False,3,Thriller
1009,tt4162132,Smeshannye chuvstva,2014,Comedy,3.5,2000000.0,2442803.0,2.0,2.44,22.14015,['Comedy'],False,True,False,False,False,False,1,Comedy
1010,tt4163636,Floride,2015,"Comedy,Drama",6.6,9440000.0,2923145.0,9.44,2.92,-69.0344809322034,"['Comedy', 'Drama']",False,True,False,False,False,False,2,Comedy
1012,tt4176826,Look Who's Back,2015,"Comedy,Drama,Fantasy",7.1,3489212.0,25513752.0,3.49,25.51,631.2181661647387,"['Comedy', 'Drama', 'Fantasy']",False,True,False,False,False,False,3,Comedy
1013,tt4178092,The Gift,2015,"Drama,Mystery,Thriller",7.0,5000000.0,58980521.0,5.0,58.98,1079.61042,"['Drama', 'Mystery', 'Thriller']",True,False,True,False,False,False,3,Mystery
1013,tt4178092,The Gift,2015,"Drama,Mystery,Thriller",7.0,5000000.0,58980521.0,5.0,58.98,1079.61042,"['Drama', 'Mystery', 'Thriller']",True,False,True,False,False,False,3,Thriller
1017,tt4196776,Jason Bourne,2016,"Action,Thriller",6.6,120000000.0,415484914.0,120.0,415.48,246.23742833333333,"['Action', 'Thriller']",False,False,True,False,False,False,2,Thriller
1018,tt4199898,Playmobil: The Movie,2019,"Adventure,Animation,Comedy",4.8,74340000.0,16349303.0,74.34,16.35,-78.00739440408931,"['Adventure', 'Animation', 'Comedy']",False,True,False,False,True,True,3,Adventure
1018,tt4199898,Playmobil: The Movie,2019,"Adventure,Animation,Comedy",4.8,74340000.0,16349303.0,74.34,16.35,-78.00739440408931,"['Adventure', 'Animation', 'Comedy']",False,True,False,False,True,True,3,Animation
1018,tt4199898,Playmobil: The Movie,2019,"Adventure,Animation,Comedy",4.8,74340000.0,16349303.0,74.34,16.35,-78.00739440408931,"['Adventure', 'Animation', 'Comedy']",False,True,False,False,True,True,3,Comedy
1019,tt4201004,The Manny,2015,"Comedy,Drama",5.6,10620000.0,15772833.0,10.62,15.77,48.52008474576271,"['Comedy', 'Drama']",False,True,False,False,False,False,2,Comedy
1021,tt4213806,Toro,2016,"Action,Adventure,Crime",5.9,4720000.0,1941305.0,4.72,1.94,-58.87065677966101,"['Action', 'Adventure', 'Crime']",False,False,False,False,True,False,3,Adventure
1022,tt4216908,Courted,2015,"Comedy,Crime,Drama",6.6,8637964.0,7227045.0,8.64,7.23,-16.33393007889359,"['Comedy', 'Crime', 'Drama']",False,True,False,False,False,False,3,Comedy
1023,tt4217392,Kung Fu Yoga,2017,"Action,Adventure,Comedy",5.2,65000000.0,257743016.0,65.0,257.74,296.5277169230769,"['Action', 'Adventure', 'Comedy']",False,True,False,False,True,False,3,Adventure
1023,tt4217392,Kung Fu Yoga,2017,"Action,Adventure,Comedy",5.2,65000000.0,257743016.0,65.0,257.74,296.5277169230769,"['Action', 'Adventure', 'Comedy']",False,True,False,False,True,False,3,Comedy
1024,tt4218572,Widows,2018,"Crime,Drama,Thriller",6.9,42000000.0,75984700.0,42.0,75.98,80.91595238095238,"['Crime', 'Drama', 'Thriller']",False,False,True,False,False,False,3,Thriller
1025,tt4230876,8 novykh svidaniy,2014,"Comedy,Fantasy",5.5,2300000.0,7752894.0,2.3,7.75,237.08234782608696,"['Comedy', 'Fantasy']",False,True,False,False,False,False,2,Comedy
1026,tt4244998,Alpha,2018,"Action,Adventure,Drama",6.7,51000000.0,98203196.0,51.0,98.2,92.55528627450981,"['Action', 'Adventure', 'Drama']",False,False,False,False,True,False,3,Adventure
1029,tt4260766,Stuck with You!,2015,Comedy,2.2,1500000.0,4047743.0,1.5,4.05,169.8495333333333,['Comedy'],False,True,False,False,False,False,1,Comedy
1030,tt4263482,The Witch,2015,"Drama,Horror,Mystery",6.9,4000000.0,40423945.0,4.0,40.42,910.5986250000001,"['Drama', 'Horror', 'Mystery']",True,False,False,False,False,False,3,Horror
1030,tt4263482,The Witch,2015,"Drama,Horror,Mystery",6.9,4000000.0,40423945.0,4.0,40.42,910.5986250000001,"['Drama', 'Horror', 'Mystery']",True,False,False,False,False,False,3,Mystery
1031,tt4276752,Mojin: The Lost Legend,2015,"Action,Adventure,Drama",6.0,37000000.0,259368448.0,37.0,259.37,600.9958054054053,"['Action', 'Adventure', 'Drama']",False,False,False,False,True,False,3,Adventure
1033,tt4280056,The Pasta Detectives 2,2015,"Adventure,Comedy,Family",6.4,5428000.0,3022227.0,5.43,3.02,-44.32153647752395,"['Adventure', 'Comedy', 'Family']",False,True,False,False,True,False,3,Adventure
1033,tt4280056,The Pasta Detectives 2,2015,"Adventure,Comedy,Family",6.4,5428000.0,3022227.0,5.43,3.02,-44.32153647752395,"['Adventure', 'Comedy', 'Family']",False,True,False,False,True,False,3,Comedy
1035,tt4285496,Embrace of the Serpent,2015,"Adventure,Drama",7.9,1400000.0,3217176.0,1.4,3.22,129.7982857142857,"['Adventure', 'Drama']",False,False,False,False,True,False,2,Adventure
1036,tt4287320,The Circle,2017,"Drama,Sci-Fi,Thriller",5.3,18000000.0,40656399.0,18.0,40.66,125.86888333333333,"['Drama', 'Sci-Fi', 'Thriller']",False,False,True,True,False,False,3,Sci-Fi
