,tconst,primaryTitle,startYear,genres,averageRating,budget,ww_gross,budget1mil,ww_gross1mil,numeratorROI,ROI,genre_list,History,Mystery,Western,Fantasy,Drama,Horror,Documentary,Comedy,Thriller,Music,Sport,Biography,Romance,Sci-Fi,Crime,Family,Adventure,Action,Musical,Animation,War,genre_count
152,tt0985694,Machete,2010,"Action,Crime,Thriller",6.6,10500000.0,45491656.0,10.5,45.49,34991656.0,333.2538666666667,Crime,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,3
152,tt0985694,Machete,2010,"Action,Crime,Thriller",6.6,10500000.0,45491656.0,10.5,45.49,34991656.0,333.2538666666667,Thriller,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,3
153,tt0989757,Dear John,2010,"Drama,Romance,War",6.3,25000000.0,114984666.0,25.0,114.98,89984666.0,359.938664,Drama,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,3
153,tt0989757,Dear John,2010,"Drama,Romance,War",6.3,25000000.0,114984666.0,25.0,114.98,89984666.0,359.938664,Romance,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,3
153,tt0989757,Dear John,2010,"Drama,Romance,War",6.3,25000000.0,114984666.0,25.0,114.98,89984666.0,359.938664,War,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,3
154,tt0990407,The Green Hornet,2011,"Action,Comedy,Crime",5.8,120000000.0,227817248.0,120.0,227.82,107817248.0,89.84770666666667,Action,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,3
154,tt0990407,The Green Hornet,2011,"Action,Comedy,Crime",5.8,120000000.0,227817248.0,120.0,227.82,107817248.0,89.84770666666667,Comedy,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,3
154,tt0990407,The Green Hornet,2011,"Action,Comedy,Crime",5.8,120000000.0,227817248.0,120.0,227.82,107817248.0,89.84770666666667,Crime,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,3
155,tt0993842,Hanna,2011,"Action,Drama,Thriller",6.8,30000000.0,63782078.0,30.0,63.78,33782078.0,112.60692666666668,Action,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,3
155,tt0993842,Hanna,2011,"Action,Drama,Thriller",6.8,30000000.0,63782078.0,30.0,63.78,33782078.0,112.60692666666668,Drama,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,3
155,tt0993842,Hanna,2011,"Action,Drama,Thriller",6.8,30000000.0,63782078.0,30.0,63.78,33782078.0,112.60692666666668,Thriller,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,3
156,tt0993846,The Wolf of Wall Street,2013,"Biography,Crime,Drama",8.2,100000000.0,392000694.0,100.0,392.0,292000694.0,292.000694,Biography,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,3
156,tt0993846,The Wolf of Wall Street,2013,"Biography,Crime,Drama",8.2,100000000.0,392000694.0,100.0,392.0,292000694.0,292.000694,Crime,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,3
156,tt0993846,The Wolf of Wall Street,2013,"Biography,Crime,Drama",8.2,100000000.0,392000694.0,100.0,392.0,292000694.0,292.000694,Drama,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,3
157,tt0999913,Straw Dogs,2011,"Action,Drama,Thriller",5.8,25000000.0,11168712.0,25.0,11.17,-13831288.0,-55.325152,Action,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,3
157,tt0999913,Straw Dogs,2011,"Action,Drama,Thriller",5.8,25000000.0,11168712.0,25.0,11.17,-13831288.0,-55.325152,Drama,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,3
157,tt0999913,Straw Dogs,2011,"Action,Drama,Thriller",5.8,25000000.0,11168712.0,25.0,11.17,-13831288.0,-55.325152,Thriller,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,3
158,tt1001526,Megamind,2010,"Action,Animation,Comedy",7.2,130000000.0,321885765.0,130.0,321.89,191885765.0,147.6044346153846,Action,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,3
158,tt1001526,Megamind,2010,"Action,Animation,Comedy",7.2,130000000.0,321885765.0,130.0,321.89,191885765.0,147.6044346153846,Animation,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,3
158,tt1001526,Megamind,2010,"Action,Animation,Comedy",7.2,130000000.0,321885765.0,130.0,321.89,191885765.0,147.6044346153846,Comedy,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,3
159,tt1002563,The Young Messiah,2016,"Drama,Fantasy",5.6,18500000.0,7330338.0,18.5,7.33,-11169662.0,-60.376551351351345,Drama,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
159,tt1002563,The Young Messiah,2016,"Drama,Fantasy",5.6,18500000.0,7330338.0,18.5,7.33,-11169662.0,-60.376551351351345,Fantasy,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
160,tt10039344,Countdown,2019,"Horror,Thriller",5.4,6500000.0,48021766.0,6.5,48.02,41521766.0,638.7964000000001,Horror,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2
160,tt10039344,Countdown,2019,"Horror,Thriller",5.4,6500000.0,48021766.0,6.5,48.02,41521766.0,638.7964000000001,Thriller,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2
161,tt1007029,The Iron Lady,2011,"Biography,Drama",6.4,13000000.0,115890699.0,13.0,115.89,102890699.0,791.4669153846154,Biography,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2
161,tt1007029,The Iron Lady,2011,"Biography,Drama",6.4,13000000.0,115890699.0,13.0,115.89,102890699.0,791.4669153846154,Drama,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2
162,tt1013743,Knight and Day,2010,"Action,Adventure,Comedy",6.3,117000000.0,261989769.0,117.0,261.99,144989769.0,123.92287948717949,Action,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,3
162,tt1013743,Knight and Day,2010,"Action,Adventure,Comedy",6.3,117000000.0,261989769.0,117.0,261.99,144989769.0,123.92287948717949,Adventure,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,3
162,tt1013743,Knight and Day,2010,"Action,Adventure,Comedy",6.3,117000000.0,261989769.0,117.0,261.99,144989769.0,123.92287948717949,Comedy,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,3
163,tt1013860,Dylan Dog: Dead of Night,2010,"Action,Comedy,Crime",5.1,20000000.0,5782515.0,20.0,5.78,-14217485.0,-71.08742500000001,Action,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,3
163,tt1013860,Dylan Dog: Dead of Night,2010,"Action,Comedy,Crime",5.1,20000000.0,5782515.0,20.0,5.78,-14217485.0,-71.08742500000001,Comedy,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,3
163,tt1013860,Dylan Dog: Dead of Night,2010,"Action,Comedy,Crime",5.1,20000000.0,5782515.0,20.0,5.78,-14217485.0,-71.08742500000001,Crime,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,3
164,tt1014759,Alice in Wonderland,2010,"Adventure,Family,Fantasy",6.4,200000000.0,1025467110.0,200.0,1025.47,825467110.0,412.73355499999997,Adventure,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,3
164,tt1014759,Alice in Wonderland,2010,"Adventure,Family,Fantasy",6.4,200000000.0,1025467110.0,200.0,1025.47,825467110.0,412.73355499999997,Family,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,3
164,tt1014759,Alice in Wonderland,2010,"Adventure,Family,Fantasy",6.4,200000000.0,1025467110.0,200.0,1025.47,825467110.0,412.73355499999997,Fantasy,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,3
165,tt1014763,Child 44,2015,"Crime,Drama,History",6.5,50000000.0,12951093.0,50.0,12.95,-37048907.0,-74.097814,Crime,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,3
165,tt1014763,Child 44,2015,"Crime,Drama,History",6.5,50000000.0,12951093.0,50.0,12.95,-37048907.0,-74.097814,Drama,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,3
165,tt1014763,Child 44,2015,"Crime,Drama,History",6.5,50000000.0,12951093.0,50.0,12.95,-37048907.0,-74.097814,History,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,3
166,tt1017451,The Runaways,2010,"Biography,Drama,Music",6.5,10000000.0,4681651.0,10.0,4.68,-5318349.0,-53.18349,Biography,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,3
166,tt1017451,The Runaways,2010,"Biography,Drama,Music",6.5,10000000.0,4681651.0,10.0,4.68,-5318349.0,-53.18349,Drama,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,3
166,tt1017451,The Runaways,2010,"Biography,Drama,Music",6.5,10000000.0,4681651.0,10.0,4.68,-5318349.0,-53.18349,Music,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,3
167,tt1018765,Our Brand Is Crisis,2015,"Comedy,Drama",6.1,28000000.0,8527658.0,28.0,8.53,-19472342.0,-69.54407857142857,Comedy,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2
167,tt1018765,Our Brand Is Crisis,2015,"Comedy,Drama",6.1,28000000.0,8527658.0,28.0,8.53,-19472342.0,-69.54407857142857,Drama,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2
168,tt1020072,Selma,2014,"Biography,Drama,History",7.5,20000000.0,66787908.0,20.0,66.79,46787908.0,233.93954,Biography,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,3
168,tt1020072,Selma,2014,"Biography,Drama,History",7.5,20000000.0,66787908.0,20.0,66.79,46787908.0,233.93954,Drama,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,3
168,tt1020072,Selma,2014,"Biography,Drama,History",7.5,20000000.0,66787908.0,20.0,66.79,46787908.0,233.93954,History,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,3
169,tt1020558,Centurion,2010,"Action,Drama,History",6.4,12000000.0,6890432.0,12.0,6.89,-5109568.0,-42.57973333333334,Action,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3
169,tt1020558,Centurion,2010,"Action,Drama,History",6.4,12000000.0,6890432.0,12.0,6.89,-5109568.0,-42.57973333333334,Drama,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3
169,tt1020558,Centurion,2010,"Action,Drama,History",6.4,12000000.0,6890432.0,12.0,6.89,-5109568.0,-42.57973333333334,History,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3
170,tt1020773,Certified Copy,2010,"Drama,Romance",7.3,8260000.0,7736632.0,8.26,7.74,-523368.0,-6.336174334140436,Drama,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
170,tt1020773,Certified Copy,2010,"Drama,Romance",7.3,8260000.0,7736632.0,8.26,7.74,-523368.0,-6.336174334140436,Romance,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
171,tt1023114,The Way Back,2010,"Adventure,Drama,History",7.3,30000000.0,24172201.0,30.0,24.17,-5827799.0,-19.425996666666666,Adventure,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3
171,tt1023114,The Way Back,2010,"Adventure,Drama,History",7.3,30000000.0,24172201.0,30.0,24.17,-5827799.0,-19.425996666666666,Drama,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3
171,tt1023114,The Way Back,2010,"Adventure,Drama,History",7.3,30000000.0,24172201.0,30.0,24.17,-5827799.0,-19.425996666666666,History,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3
172,tt1024648,Argo,2012,"Biography,Drama,Thriller",7.7,44500000.0,232325503.0,44.5,232.33,187825503.0,422.07978202247193,Biography,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,3
172,tt1024648,Argo,2012,"Biography,Drama,Thriller",7.7,44500000.0,232325503.0,44.5,232.33,187825503.0,422.07978202247193,Drama,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,3
172,tt1024648,Argo,2012,"Biography,Drama,Thriller",7.7,44500000.0,232325503.0,44.5,232.33,187825503.0,422.07978202247193,Thriller,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,3
173,tt1025100,Gemini Man,2019,"Action,Drama,Sci-Fi",5.7,138000000.0,173469516.0,138.0,173.47,35469516.0,25.702547826086956,Action,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,3
173,tt1025100,Gemini Man,2019,"Action,Drama,Sci-Fi",5.7,138000000.0,173469516.0,138.0,173.47,35469516.0,25.702547826086956,Drama,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,3
173,tt1025100,Gemini Man,2019,"Action,Drama,Sci-Fi",5.7,138000000.0,173469516.0,138.0,173.47,35469516.0,25.702547826086956,Sci-Fi,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,3
174,tt10256570,The Goddess of Fortune,2019,Drama,5.9,4720000.0,9583841.0,4.72,9.58,4863841.0,103.04747881355931,Drama,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
175,tt1027718,Wall Street: Money Never Sleeps,2010,Drama,6.2,70000000.0,134748021.0,70.0,134.75,64748021.0,92.49717285714286,Drama,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
176,tt1028576,Secretariat,2010,"Biography,Drama,Family",7.2,35000000.0,60321861.0,35.0,60.32,25321861.0,72.34817428571428,Biography,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,3
176,tt1028576,Secretariat,2010,"Biography,Drama,Family",7.2,35000000.0,60321861.0,35.0,60.32,25321861.0,72.34817428571428,Drama,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,3
176,tt1028576,Secretariat,2010,"Biography,Drama,Family",7.2,35000000.0,60321861.0,35.0,60.32,25321861.0,72.34817428571428,Family,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,3
177,tt10291544,Cetto c'̬ senzadubbiamente,2019,Comedy,5.1,5900000.0,5556301.0,5.9,5.56,-343699.0,-5.825406779661017,Comedy,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
178,tt1029360,Poltergeist,2015,"Horror,Thriller",4.9,35000000.0,95437994.0,35.0,95.44,60437994.0,172.67998285714285,Horror,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2
178,tt1029360,Poltergeist,2015,"Horror,Thriller",4.9,35000000.0,95437994.0,35.0,95.44,60437994.0,172.67998285714285,Thriller,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2
179,tt1032751,The Warrior's Way,2010,"Action,Fantasy,Western",6.3,42000000.0,11103434.0,42.0,11.1,-30896566.0,-73.56325238095238,Action,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3
179,tt1032751,The Warrior's Way,2010,"Action,Fantasy,Western",6.3,42000000.0,11103434.0,42.0,11.1,-30896566.0,-73.56325238095238,Fantasy,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3
179,tt1032751,The Warrior's Way,2010,"Action,Fantasy,Western",6.3,42000000.0,11103434.0,42.0,11.1,-30896566.0,-73.56325238095238,Western,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3
180,tt1033575,The Descendants,2011,"Comedy,Drama",7.3,20000000.0,177243185.0,20.0,177.24,157243185.0,786.2159250000001,Comedy,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2
180,tt1033575,The Descendants,2011,"Comedy,Drama",7.3,20000000.0,177243185.0,20.0,177.24,157243185.0,786.2159250000001,Drama,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2
181,tt1034314,Iron Sky,2012,"Action,Adventure,Comedy",5.9,8850000.0,10109659.0,8.85,10.11,1259659.0,14.233435028248586,Action,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,3
181,tt1034314,Iron Sky,2012,"Action,Adventure,Comedy",5.9,8850000.0,10109659.0,8.85,10.11,1259659.0,14.233435028248586,Adventure,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,3
181,tt1034314,Iron Sky,2012,"Action,Adventure,Comedy",5.9,8850000.0,10109659.0,8.85,10.11,1259659.0,14.233435028248586,Comedy,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,3
182,tt1034389,The Eagle,2011,"Action,Adventure,Drama",6.2,25000000.0,37989684.0,25.0,37.99,12989684.0,51.958736,Action,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,3
182,tt1034389,The Eagle,2011,"Action,Adventure,Drama",6.2,25000000.0,37989684.0,25.0,37.99,12989684.0,51.958736,Adventure,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,3
182,tt1034389,The Eagle,2011,"Action,Adventure,Drama",6.2,25000000.0,37989684.0,25.0,37.99,12989684.0,51.958736,Drama,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,3
183,tt1034415,Suspiria,2018,"Fantasy,Horror,Mystery",6.8,20000000.0,7942093.0,20.0,7.94,-12057907.0,-60.28953500000001,Fantasy,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
183,tt1034415,Suspiria,2018,"Fantasy,Horror,Mystery",6.8,20000000.0,7942093.0,20.0,7.94,-12057907.0,-60.28953500000001,Horror,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
183,tt1034415,Suspiria,2018,"Fantasy,Horror,Mystery",6.8,20000000.0,7942093.0,20.0,7.94,-12057907.0,-60.28953500000001,Mystery,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
184,tt1037705,The Book of Eli,2010,"Action,Adventure,Drama",6.9,80000000.0,157107755.0,80.0,157.11,77107755.0,96.38469375,Action,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,3
184,tt1037705,The Book of Eli,2010,"Action,Adventure,Drama",6.9,80000000.0,157107755.0,80.0,157.11,77107755.0,96.38469375,Adventure,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,3
184,tt1037705,The Book of Eli,2010,"Action,Adventure,Drama",6.9,80000000.0,157107755.0,80.0,157.11,77107755.0,96.38469375,Drama,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,3
185,tt1038686,Legion,2010,"Action,Fantasy,Horror",5.2,26000000.0,67918658.0,26.0,67.92,41918658.0,161.2256076923077,Action,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3
185,tt1038686,Legion,2010,"Action,Fantasy,Horror",5.2,26000000.0,67918658.0,26.0,67.92,41918658.0,161.2256076923077,Fantasy,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3
185,tt1038686,Legion,2010,"Action,Fantasy,Horror",5.2,26000000.0,67918658.0,26.0,67.92,41918658.0,161.2256076923077,Horror,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3
186,tt1038919,The Bounty Hunter,2010,"Action,Comedy,Romance",5.6,40000000.0,136333522.0,40.0,136.33,96333522.0,240.83380499999998,Action,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,3
186,tt1038919,The Bounty Hunter,2010,"Action,Comedy,Romance",5.6,40000000.0,136333522.0,40.0,136.33,96333522.0,240.83380499999998,Comedy,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,3
186,tt1038919,The Bounty Hunter,2010,"Action,Comedy,Romance",5.6,40000000.0,136333522.0,40.0,136.33,96333522.0,240.83380499999998,Romance,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,3
187,tt10407272,"Someone, Somewhere",2019,"Comedy,Drama,Family",6.5,4720000.0,5485340.0,4.72,5.49,765340.0,16.214830508474577,Comedy,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,3
187,tt10407272,"Someone, Somewhere",2019,"Comedy,Drama,Family",6.5,4720000.0,5485340.0,4.72,5.49,765340.0,16.214830508474577,Drama,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,3
187,tt10407272,"Someone, Somewhere",2019,"Comedy,Drama,Family",6.5,4720000.0,5485340.0,4.72,5.49,765340.0,16.214830508474577,Family,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,3
188,tt1041804,The Nutcracker in 3D,2010,"Action,Family,Fantasy",4.2,90000000.0,17177993.0,90.0,17.18,-72822007.0,-80.91334111111111,Action,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,3
188,tt1041804,The Nutcracker in 3D,2010,"Action,Family,Fantasy",4.2,90000000.0,17177993.0,90.0,17.18,-72822007.0,-80.91334111111111,Family,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,3
188,tt1041804,The Nutcracker in 3D,2010,"Action,Family,Fantasy",4.2,90000000.0,17177993.0,90.0,17.18,-72822007.0,-80.91334111111111,Fantasy,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,3
189,tt1043726,The Legend of Hercules,2014,"Action,Adventure,Fantasy",4.2,70000000.0,61279452.0,70.0,61.28,-8720548.0,-12.457925714285714,Action,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,3
189,tt1043726,The Legend of Hercules,2014,"Action,Adventure,Fantasy",4.2,70000000.0,61279452.0,70.0,61.28,-8720548.0,-12.457925714285714,Adventure,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,3
189,tt1043726,The Legend of Hercules,2014,"Action,Adventure,Fantasy",4.2,70000000.0,61279452.0,70.0,61.28,-8720548.0,-12.457925714285714,Fantasy,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,3
190,tt1045658,Silver Linings Playbook,2012,"Comedy,Drama,Romance",7.7,21000000.0,236412453.0,21.0,236.41,215412453.0,1025.7735857142857,Comedy,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,3
190,tt1045658,Silver Linings Playbook,2012,"Comedy,Drama,Romance",7.7,21000000.0,236412453.0,21.0,236.41,215412453.0,1025.7735857142857,Drama,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,3
190,tt1045658,Silver Linings Playbook,2012,"Comedy,Drama,Romance",7.7,21000000.0,236412453.0,21.0,236.41,215412453.0,1025.7735857142857,Romance,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,3
191,tt1047540,Parental Guidance,2012,"Comedy,Family",6.0,25000000.0,119772232.0,25.0,119.77,94772232.0,379.088928,Comedy,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,2
191,tt1047540,Parental Guidance,2012,"Comedy,Family",6.0,25000000.0,119772232.0,25.0,119.77,94772232.0,379.088928,Family,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,2
192,tt10480532,Once Upon a Time in Bethlehem,2019,Comedy,5.2,7080000.0,16925503.0,7.08,16.93,9845503.0,139.0607768361582,Comedy,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
193,tt10481868,Black Christmas,2019,"Horror,Mystery,Thriller",3.2,5000000.0,18529730.0,5.0,18.53,13529730.0,270.5946,Horror,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3
193,tt10481868,Black Christmas,2019,"Horror,Mystery,Thriller",3.2,5000000.0,18529730.0,5.0,18.53,13529730.0,270.5946,Mystery,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3
193,tt10481868,Black Christmas,2019,"Horror,Mystery,Thriller",3.2,5000000.0,18529730.0,5.0,18.53,13529730.0,270.5946,Thriller,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3
194,tt1051904,Goosebumps,2015,"Adventure,Comedy,Family",6.3,58000000.0,158260952.0,58.0,158.26,100260952.0,172.86371034482758,Adventure,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,3
194,tt1051904,Goosebumps,2015,"Adventure,Comedy,Family",6.3,58000000.0,158260952.0,58.0,158.26,100260952.0,172.86371034482758,Comedy,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,3
194,tt1051904,Goosebumps,2015,"Adventure,Comedy,Family",6.3,58000000.0,158260952.0,58.0,158.26,100260952.0,172.86371034482758,Family,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,3
195,tt1053424,Repo Men,2010,"Action,Sci-Fi,Thriller",6.3,32000000.0,18409891.0,32.0,18.41,-13590109.0,-42.469090625,Action,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,3
195,tt1053424,Repo Men,2010,"Action,Sci-Fi,Thriller",6.3,32000000.0,18409891.0,32.0,18.41,-13590109.0,-42.469090625,Sci-Fi,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,3
195,tt1053424,Repo Men,2010,"Action,Sci-Fi,Thriller",6.3,32000000.0,18409891.0,32.0,18.41,-13590109.0,-42.469090625,Thriller,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,3
196,tt1053810,The Big Year,2011,Comedy,6.2,41000000.0,8179416.0,41.0,8.18,-32820584.0,-80.05020487804877,Comedy,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
197,tt1055292,Life as We Know It,2010,"Comedy,Drama,Romance",6.5,38000000.0,105734416.0,38.0,105.73,67734416.0,178.24846315789472,Comedy,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,3
